,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
159,08-Sep-2020,EQ,"19,782.95","20,199.00","19,272.10","19,782.95","19,350.00","19,355.85","19,538.34","25,355.00","15,410.00",65858,"1,286,755,905.50",18205
160,07-Sep-2020,EQ,"20,100.00","20,119.15","19,636.05","20,025.30","19,760.00","19,782.95","19,792.43","25,355.00","15,410.00",59729,"1,182,181,986.40",16185
161,04-Sep-2020,EQ,"20,300.00","20,500.00","19,950.00","20,429.00","19,952.75","20,025.30","20,170.00","25,355.00","15,410.00",64482,"1,300,601,804.85",18178
162,03-Sep-2020,EQ,"20,540.00","20,849.00","20,250.70","20,563.60","20,445.00","20,429.00","20,371.03","25,355.00","15,410.00",50370,"1,026,088,946.15",13783
163,02-Sep-2020,EQ,"20,599.00","20,748.40","20,450.00","20,466.60","20,540.00","20,563.60","20,594.62","25,355.00","15,410.00",49617,"1,021,843,257.45",15243
164,01-Sep-2020,EQ,"20,449.00","20,599.95","19,975.00","20,283.00","20,440.00","20,466.60","20,292.38","25,355.00","15,410.00",74780,"1,517,464,241.00",17866
165,31-Aug-2020,EQ,"21,478.90","21,550.00","20,010.00","21,329.55","20,180.00","20,283.00","20,602.04","25,355.00","15,410.00",114636,"2,361,735,289.40",28768
166,28-Aug-2020,EQ,"21,645.00","21,800.00","21,251.50","21,528.00","21,350.00","21,329.55","21,441.68","25,355.00","15,410.00",52820,"1,132,549,305.50",14668
167,27-Aug-2020,EQ,"21,710.65","21,753.30","21,460.00","21,710.65","21,599.90","21,528.00","21,533.46","25,355.00","15,410.00",40826,"879,124,886.55",10873
168,26-Aug-2020,EQ,"21,950.00","21,999.00","21,600.05","21,810.75","21,650.00","21,710.65","21,754.37","25,355.00","15,410.00",38074,"828,275,769.80",13026
169,25-Aug-2020,EQ,"22,260.20","22,461.75","21,650.00","22,210.75","21,950.00","21,810.75","21,822.75","25,355.00","15,410.00",64964,"1,417,693,215.25",18480
170,24-Aug-2020,EQ,"22,317.75","22,543.00","22,156.00","22,317.75","22,212.00","22,210.75","22,344.24","25,355.00","15,410.00",37880,"846,399,976.05",13732
171,21-Aug-2020,EQ,"22,160.00","22,467.80","22,100.30","22,080.20","22,360.00","22,317.75","22,303.62","25,355.00","15,410.00",34260,"764,122,136.20",10970
172,20-Aug-2020,EQ,"21,974.00","22,236.45","21,788.20","22,081.30","22,044.75","22,080.20","22,025.22","25,355.00","15,410.00",37684,"829,998,305.75",11546
173,19-Aug-2020,EQ,"22,148.00","22,173.30","21,850.05","21,914.30","22,080.00","22,081.30","22,056.59","25,355.00","15,410.00",47993,"1,058,562,138.50",15032
174,18-Aug-2020,EQ,"21,512.75","21,950.00","21,512.75","21,512.75","21,900.00","21,914.30","21,791.52","25,355.00","15,410.00",76377,"1,664,370,803.70",20012
175,17-Aug-2020,EQ,"21,600.00","21,649.90","21,401.00","21,458.25","21,530.00","21,512.75","21,524.97","25,355.00","15,410.00",34712,"747,174,773.20",10725
176,14-Aug-2020,EQ,"21,395.00","21,700.00","21,201.55","21,237.00","21,470.90","21,458.25","21,477.55","25,355.00","15,410.00",78902,"1,694,622,010.75",22615
177,13-Aug-2020,EQ,"21,569.00","21,644.45","21,103.30","21,378.90","21,294.00","21,237.00","21,305.58","25,355.00","15,410.00",66877,"1,424,853,015.75",14448
178,12-Aug-2020,EQ,"21,566.00","21,634.70","21,270.00","21,551.60","21,425.00","21,378.90","21,437.39","25,355.00","15,410.00",72534,"1,554,939,603.20",18702
179,11-Aug-2020,EQ,"21,920.00","21,989.95","21,322.00","22,396.40","21,530.00","21,551.60","21,488.02","25,355.00","15,410.00",188583,"4,052,274,456.05",38392
180,10-Aug-2020,EQ,"22,200.00","22,550.00","21,939.55","21,910.10","22,330.00","22,396.40","22,354.07","25,355.00","15,410.00",125348,"2,802,037,804.40",20955
181,07-Aug-2020,EQ,"21,900.00","22,074.15","21,621.30","21,722.85","21,849.50","21,910.10","21,891.77","25,355.00","15,410.00",41439,"907,172,892.15",9744
182,06-Aug-2020,EQ,"22,120.00","22,165.00","21,530.00","22,103.90","21,849.85","21,722.85","21,950.28","25,355.00","15,410.00",56603,"1,242,451,824.05",14287
183,05-Aug-2020,EQ,"21,793.35","22,150.00","21,451.10","21,593.75","22,105.00","22,103.90","21,832.90","25,355.00","15,410.00",84442,"1,843,614,055.55",16544
184,04-Aug-2020,EQ,"21,700.00","21,940.95","21,325.90","21,747.25","21,600.00","21,593.75","21,570.26","25,355.00","15,410.00",52275,"1,127,585,437.15",15263
185,03-Aug-2020,EQ,"21,670.05","21,864.05","21,490.00","21,711.15","21,745.00","21,747.25","21,704.74","25,355.00","15,410.00",29527,"640,875,739.15",11135
186,31-Jul-2020,EQ,"21,395.50","21,890.00","21,350.00","21,395.10","21,670.00","21,711.15","21,681.62","25,355.00","15,410.00",50697,"1,099,193,204.80",15056
187,30-Jul-2020,EQ,"21,845.00","22,025.00","21,300.00","21,743.65","21,380.00","21,395.10","21,621.78","25,355.00","15,410.00",51699,"1,117,824,346.85",15095
188,29-Jul-2020,EQ,"21,696.60","22,200.00","21,624.00","21,915.75","21,710.00","21,743.65","21,942.08","25,355.00","15,410.00",65355,"1,434,024,363.45",16643
189,28-Jul-2020,EQ,"21,147.00","22,020.00","21,110.00","21,113.85","21,905.00","21,915.75","21,606.78","25,355.00","15,410.00",96902,"2,093,740,057.60",22210
190,27-Jul-2020,EQ,"21,449.95","21,590.00","21,015.95","21,332.75","21,100.00","21,113.85","21,330.42","25,355.00","15,410.00",61733,"1,316,790,823.05",14726
191,24-Jul-2020,EQ,"21,547.10","21,600.00","21,160.00","21,568.15","21,280.00","21,332.75","21,340.60","25,355.00","15,410.00",58309,"1,244,349,055.60",14834
192,23-Jul-2020,EQ,"22,023.00","22,129.45","21,501.00","21,979.45","21,560.00","21,568.15","21,689.15","25,355.00","15,410.00",69558,"1,508,653,980.10",14878
193,22-Jul-2020,EQ,"22,500.00","22,534.90","21,919.30","22,440.75","22,012.00","21,979.45","22,135.49","25,355.00","15,410.00",44686,"989,146,486.60",11766
194,21-Jul-2020,EQ,"22,495.00","22,810.00","22,260.15","22,266.10","22,387.00","22,440.75","22,535.60","25,355.00","15,410.00",73617,"1,659,003,256.00",19325
195,20-Jul-2020,EQ,"22,325.05","22,399.90","22,007.30","22,269.95","22,236.05","22,266.10","22,232.56","25,355.00","15,410.00",38325,"852,062,725.10",13676
196,17-Jul-2020,EQ,"21,731.10","22,400.00","21,606.00","21,731.10","22,311.45","22,269.95","22,093.98","25,355.00","15,410.00",38076,"841,250,272.45",11921
197,16-Jul-2020,EQ,"22,031.90","22,031.90","21,250.00","21,843.25","21,670.00","21,731.10","21,626.32","25,355.00","15,410.00",42359,"916,069,436.80",13447
198,15-Jul-2020,EQ,"22,101.00","22,274.00","21,750.00","22,085.75","21,800.00","21,843.25","21,905.89","25,355.00","15,410.00",48201,"1,055,885,639.55",13459
199,14-Jul-2020,EQ,"22,388.00","22,394.80","21,710.45","22,311.20","22,000.00","22,085.75","22,019.68","25,355.00","15,410.00",61251,"1,348,727,411.85",16431
200,13-Jul-2020,EQ,"22,460.00","22,627.85","22,250.00","22,295.40","22,300.00","22,311.20","22,393.30","25,355.00","15,410.00",52262,"1,170,318,777.00",14024
201,10-Jul-2020,EQ,"22,799.00","22,799.00","22,182.20","22,803.60","22,400.00","22,295.40","22,401.05","25,355.00","15,410.00",44546,"997,877,301.60",14831
202,09-Jul-2020,EQ,"22,622.00","22,915.00","22,380.20","22,439.80","22,810.00","22,803.60","22,649.39","25,355.00","15,410.00",48256,"1,092,969,107.35",15280
203,08-Jul-2020,EQ,"22,900.00","23,050.00","22,345.95","22,824.10","22,452.00","22,439.80","22,579.86","25,355.00","15,410.00",57101,"1,289,332,817.35",18520
204,07-Jul-2020,EQ,"23,072.50","23,087.65","22,656.00","23,111.15","22,850.00","22,824.10","22,823.91","25,355.00","15,410.00",41646,"950,524,723.15",15470
205,06-Jul-2020,EQ,"22,879.00","23,215.00","22,850.75","22,872.65","23,051.65","23,111.15","22,998.80","25,355.00","15,410.00",84877,"1,952,069,123.75",12527
206,03-Jul-2020,EQ,"22,985.00","22,987.55","22,737.55","22,762.85","22,782.90","22,872.65","22,857.11","25,355.00","15,410.00",31513,"720,296,094.50",9707
207,02-Jul-2020,EQ,"22,850.00","22,950.00","22,511.00","22,663.50","22,806.00","22,762.85","22,727.13","25,355.00","15,410.00",42084,"956,448,338.90",11326
208,01-Jul-2020,EQ,"22,814.35","23,215.00","22,516.80","23,051.05","22,599.00","22,663.50","22,827.82","25,355.00","15,410.00",71638,"1,635,339,510.70",18543
209,30-Jun-2020,EQ,"22,353.85","23,330.00","22,341.95","22,341.95","23,040.00","23,051.05","22,991.16","25,355.00","15,410.00",102429,"2,354,961,593.40",27662
210,29-Jun-2020,EQ,"22,450.00","22,483.85","21,927.60","22,523.85","22,353.85","22,341.95","22,189.50","25,355.00","15,410.00",49397,"1,096,094,975.95",13298
211,26-Jun-2020,EQ,"22,111.00","22,700.00","21,863.40","22,068.80","22,674.45","22,523.85","22,213.19","25,355.00","15,410.00",56262,"1,249,758,750.45",15363
212,25-Jun-2020,EQ,"22,495.00","22,619.10","21,889.00","22,566.25","22,148.00","22,068.80","22,306.44","25,355.00","15,410.00",47016,"1,048,759,418.65",13732
213,24-Jun-2020,EQ,"22,750.00","23,068.00","22,330.00","22,756.25","22,476.90","22,566.25","22,680.36","25,355.00","15,410.00",67022,"1,520,082,951.80",16609
214,23-Jun-2020,EQ,"22,100.00","22,943.10","22,050.00","22,017.60","22,801.00","22,756.25","22,446.79","25,355.00","15,410.00",56193,"1,261,352,407.95",15384
215,22-Jun-2020,EQ,"21,710.00","22,199.95","21,530.05","21,678.95","22,100.00","22,017.60","21,856.06","25,355.00","15,410.00",97692,"2,135,162,075.55",19308
216,19-Jun-2020,EQ,"21,840.00","21,930.00","21,566.45","21,866.10","21,650.00","21,678.95","21,738.93","25,355.00","15,410.00",64310,"1,398,030,724.10",14660
217,18-Jun-2020,EQ,"21,718.00","21,998.95","21,410.00","21,635.40","21,850.00","21,866.10","21,695.72","25,355.00","15,410.00",83639,"1,814,608,623.70",16319
218,17-Jun-2020,EQ,"21,978.00","22,079.50","21,514.30","22,111.30","21,690.00","21,635.40","21,744.60","25,355.00","15,410.00",70852,"1,540,648,243.55",18545
219,16-Jun-2020,EQ,"22,291.70","22,539.95","21,800.00","22,117.25","21,977.40","22,111.30","22,184.48","25,355.00","15,410.00",70321,"1,560,034,700.75",20150
220,15-Jun-2020,EQ,"22,260.00","22,361.05","21,750.00","22,392.65","22,082.25","22,117.25","22,051.63","25,355.00","15,410.00",99776,"2,200,223,840.65",25423
221,12-Jun-2020,EQ,"20,700.00","23,137.25","20,700.00","21,251.20","22,489.00","22,392.65","21,857.22","25,355.00","15,410.00",147218,"3,217,776,560.25",28551
222,11-Jun-2020,EQ,"21,648.00","21,648.00","21,204.50","21,513.30","21,277.65","21,251.20","21,399.97","25,355.00","15,410.00",49993,"1,069,848,661.80",16011
223,10-Jun-2020,EQ,"21,171.05","21,611.05","21,149.85","21,009.80","21,598.00","21,513.30","21,444.29","25,355.00","15,410.00",49867,"1,069,362,296.45",15034
224,09-Jun-2020,EQ,"21,535.95","21,585.00","20,908.80","21,180.90","21,098.95","21,009.80","21,254.93","25,355.00","15,410.00",64086,"1,362,143,358.15",18303
225,08-Jun-2020,EQ,"22,117.75","22,296.50","21,000.00","22,089.60","21,228.00","21,180.90","21,591.85","25,355.00","15,410.00",73283,"1,582,315,746.60",22153
226,05-Jun-2020,EQ,"21,500.00","22,430.00","21,500.00","21,396.65","22,000.00","22,089.60","21,917.03","25,355.00","15,410.00",55227,"1,210,411,849.10",14167
227,04-Jun-2020,EQ,"21,611.00","21,869.50","21,067.40","21,630.10","21,385.00","21,396.65","21,405.55","25,355.00","15,410.00",43072,"921,979,896.90",15349
228,03-Jun-2020,EQ,"21,544.00","21,740.00","21,251.00","21,201.00","21,670.95","21,630.10","21,569.31","25,355.00","15,410.00",49111,"1,059,290,626.45",15732
229,02-Jun-2020,EQ,"21,180.00","21,340.00","20,952.65","21,069.35","21,241.50","21,201.00","21,164.81","25,355.00","15,410.00",42170,"892,520,069.45",13248
230,01-Jun-2020,EQ,"20,857.30","21,464.70","20,855.50","20,857.30","21,025.00","21,069.35","21,089.07","25,355.00","15,410.00",74696,"1,575,269,113.85",20255
231,29-May-2020,EQ,"20,850.00","21,049.00","20,608.90","20,808.90","20,800.00","20,857.30","20,873.85","25,355.00","15,410.00",76672,"1,600,439,854.70",22038
232,28-May-2020,EQ,"20,649.00","21,163.35","20,260.80","20,477.55","20,900.00","20,808.90","20,627.91","25,355.00","15,410.00",77640,"1,601,551,055.45",21963
233,27-May-2020,EQ,"20,702.75","20,900.00","20,300.00","20,667.30","20,535.00","20,477.55","20,511.48","25,355.00","15,410.00",81015,"1,661,737,515.50",23165
234,26-May-2020,EQ,"19,810.10","20,759.95","19,700.00","19,910.25","20,540.00","20,667.30","20,371.54","25,355.00","15,410.00",115383,"2,350,529,800.90",29084
235,22-May-2020,EQ,"19,019.00","20,079.95","18,803.20","19,251.15","19,850.00","19,910.25","19,500.60","25,355.00","15,410.00",97537,"1,902,029,921.30",25921
236,21-May-2020,EQ,"19,156.00","19,349.60","18,750.00","19,411.65","19,180.00","19,251.15","19,077.00","25,355.00","15,410.00",83404,"1,591,098,169.05",24447
237,20-May-2020,EQ,"18,351.05","20,150.45","18,351.05","18,340.75","19,484.95","19,411.65","18,972.30","25,355.00","15,410.00",95883,"1,819,120,774.30",25748
238,19-May-2020,EQ,"18,300.00","18,820.00","18,075.00","18,152.70","18,400.00","18,340.75","18,465.40","25,355.00","15,410.00",68436,"1,263,697,780.35",21340
239,18-May-2020,EQ,"19,200.00","19,239.45","18,000.00","19,180.50","18,115.00","18,152.70","18,655.69","25,355.00","15,410.00",66740,"1,245,080,915.45",20829
240,15-May-2020,EQ,"19,509.90","19,563.55","18,811.50","19,310.80","19,059.70","19,180.50","19,073.26","25,355.00","15,410.00",52718,"1,005,504,112.85",16395
241,14-May-2020,EQ,"19,700.00","19,928.85","19,165.10","19,763.25","19,355.00","19,310.80","19,408.39","25,355.00","15,410.00",76779,"1,490,156,574.45",16153
242,13-May-2020,EQ,"19,534.95","20,309.95","19,442.45","19,127.20","19,800.00","19,763.25","19,935.15","25,355.00","15,410.00",97463,"1,942,939,857.15",26315
243,12-May-2020,EQ,"18,845.25","19,232.00","18,416.50","18,914.90","19,130.00","19,127.20","18,824.26","25,355.00","15,410.00",45808,"862,301,842.90",12101
244,11-May-2020,EQ,"19,099.00","19,299.00","18,812.75","18,732.75","18,945.00","18,914.90","19,052.09","25,355.00","15,410.00",86212,"1,642,518,806.25",21412
245,08-May-2020,EQ,"18,680.00","18,879.45","18,450.10","18,432.40","18,665.00","18,732.75","18,684.29","25,355.00","15,410.00",37689,"704,192,255.95",10850
246,07-May-2020,EQ,"18,741.90","18,884.20","18,041.95","18,741.90","18,380.00","18,432.40","18,452.47","25,355.00","15,410.00",44718,"825,157,529.65",12679
247,06-May-2020,EQ,"18,624.95","18,930.00","18,523.55","18,512.00","18,845.00","18,741.90","18,762.98","25,355.00","15,410.00",31793,"596,531,268.00",9242
248,05-May-2020,EQ,"18,675.50","18,899.85","18,250.00","18,625.00","18,529.95","18,512.00","18,581.07","25,355.00","15,410.00",43081,"800,491,187.60",13375
249,04-May-2020,EQ,"19,174.00","19,304.65","18,540.00","19,767.90","18,590.00","18,625.00","18,827.35","25,355.00","15,410.00",35572,"669,726,626.75",13289
250,30-Apr-2020,EQ,"19,300.00","19,890.00","19,118.45","19,171.45","19,610.00","19,767.90","19,603.59","25,355.00","15,410.00",53649,"1,051,712,868.05",13061
